# SaintsDays.dat
# $Id$

# A list of significant dates to mark onto the astrolabe

21 01 Agnes
23 02 Polycarp
19 03 Joseph
23 04 George
25 05 Bede
24 06 John.Bapt.
22 07 Mary.Mag.
15 08 Mary
03 09 Gregory
29 09 Michael
18 10 Luke
11 11 Martin
30 11 Andrew
26 12 Stephen

