# SaintsDays.dat
# $Id$

# A list of significant dates to mark onto the astrolabe

17 01 Anthony
14 02 Valentine
12 03 Gregory
23 04 George
19 05 Dunstan
29 06 Peter
14 07 Anne
10 08 Laurence
29 09 Michael
18 10 Lucy
11 11 Martin
08 12 Mary

